2022-11-07 12:03:07,658 INFO id:27, name:S1B27, tHi:25448, tLo:58858, secToRun:318, secTrig:15, secDone:318, numReq:23, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:7, cage:3, boot:1, sw:20
2022-11-07 12:03:07,790 INFO id:21, name:S1B21, tHi:25448, tLo:58858, secToRun:181, secTrig:15, secDone:181, numReq:12, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:07,945 INFO id:28, name:S1B28, tHi:25448, tLo:58858, secToRun:318, secTrig:15, secDone:318, numReq:24, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:2, cage:8, boot:1, sw:20
2022-11-07 12:03:08,076 INFO id:29, name:S1B29, tHi:25448, tLo:58858, secToRun:272, secTrig:15, secDone:272, numReq:19, waterPerc:0, weightTarg:3000, readNowFeedKG:2992, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:08,211 INFO id:30, name:S1B30, tHi:25448, tLo:58858, secToRun:272, secTrig:15, secDone:272, numReq:18, waterPerc:0, weightTarg:3000, readNowFeedKG:2992, calVal:11, hall:1, cage:30, boot:1, sw:20
2022-11-07 12:03:08,369 INFO id:31, name:S1B31, tHi:25448, tLo:58858, secToRun:181, secTrig:15, secDone:181, numReq:12, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:2, cage:11, boot:1, sw:20
2022-11-07 12:03:08,524 INFO id:33, name:S1B33, tHi:25448, tLo:58859, secToRun:181, secTrig:15, secDone:106, numReq:9, waterPerc:0, weightTarg:2000, readNowFeedKG:1166, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:08,671 INFO id:32, name:S1B32, tHi:25448, tLo:58858, secToRun:363, secTrig:15, secDone:278, numReq:20, waterPerc:0, weightTarg:4000, readNowFeedKG:3058, calVal:11, hall:2, cage:12, boot:1, sw:20
2022-11-07 12:03:08,826 INFO id:34, name:S1B34, tHi:25448, tLo:58858, secToRun:318, secTrig:15, secDone:318, numReq:24, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:08,974 INFO id:35, name:S1B35, tHi:25448, tLo:58859, secToRun:363, secTrig:15, secDone:363, numReq:27, waterPerc:0, weightTarg:4000, readNowFeedKG:3993, calVal:11, hall:2, cage:15, boot:1, sw:20
